Year,SA2_code_2016,SA2_name_2016,Population,Population density,Population growth (1 year),Population increase (1 year),Population growth (5 years),Natural increase,Net regional migration,Net overseas migration,Natural increase (ratio to population at start of year),Net regional migration (ratio to population at start of year),Net overseas migration (ratio to population at start of year)
2017,124031462,Kingswood - Werrington,20855,1487.2,3.5,698,15.45737814,228,253,217,1.131120702,1.255147095,1.07654909
2017,124031463,Mulgoa - Luddenham - Orchard Hills,10395,65.5,4.9,481,42.36657013,112,334,35,1.129715554,3.368973169,0.353036111
2017,124031464,Penrith,14119,1358.4,3.6,489,14.98631019,31,308,150,0.227439472,2.259721203,1.100513573
2017,124031465,Warragamba - Silverdale,5395,84.8,1.8,96,3.642952508,55,34,7,1.037931685,0.641630496,0.132100396
2017,124041466,Richmond - Clarendon,14185,190,0.3,49,2.215689086,-35,26,58,-0.247594793,0.183927561,0.410299943
2017,124041467,Windsor - Bligh Park,15698,690.6,-0.3,-48,-1.475574532,126,-215,41,0.800203226,-1.36542614,0.260383589
2017,124041468,Yarramundi - Londonderry,7732,94.9,1.9,145,7.862510437,57,70,18,0.751285093,0.922630816,0.237247924
2017,124051469,Erskine Park,6569,782.5,-0.4,-26,-2.920987294,65,-110,19,0.985595148,-1.66793025,0.288097043
2017,124051470,St Clair,20358,2826.1,-0.1,-19,0.107280441,211,-334,104,1.03548118,-1.63910291,0.510379349
2017,124051580,Colyton - Oxley Park,12073,2595.2,1.3,151,5.449781659,129,-68,90,1.082033216,-0.570374098,0.754906895
2017,124051581,St Marys - North St Marys,16796,1305.6,1.6,263,8.963275918,114,-5,154,0.689530031,-0.030242545,0.931470393
2017,125011473,Homebush Bay - Silverwater,21158,1878.7,8,1564,63.09789725,343,791,430,1.750535878,4.036950087,2.194549352
2017,125011475,Rookwood Cemetery,3,1,0,0,-50,0,0,0,0,0,0
2017,125011582,Auburn - Central,18575,4976.4,2.8,505,11.06015485,299,-626,832,1.654676259,-3.464305479,4.604316547
2017,125011583,Auburn - North,12390,5909.6,3.5,419,14.99953734,189,-512,742,1.578815471,-4.277002757,6.198312589
2017,125011584,Auburn - South,9118,3750.3,2.5,221,11.02120878,116,-91,196,1.303810273,-1.02281668,2.202989772
2017,125011585,Berala,9496,4551.2,2,184,6.081989247,131,-192,245,1.406786942,-2.06185567,2.631013746
2017,125011586,Lidcombe,21764,3398.7,4,828,19.33625891,190,-261,899,0.907527703,-1.246656477,4.294038976
2017,125011587,Regents Park,5339,2626.8,0.9,45,2.600931677,38,-73,80,0.717793729,-1.378919532,1.511144692
2017,125021476,Carlingford,29386,3015.3,3.5,990,12.74956888,109,291,590,0.383856881,1.024792224,2.077757431
2017,125021477,Ermington - Rydalmere,22869,2318.1,3.9,849,12.94013216,209,283,357,0.949137148,1.285195277,1.621253406
2017,125021478,Oatlands - Dundas Valley,18791,3092.5,1.9,343,11.29796305,194,-141,290,1.05160451,-0.764310494,1.571986123
2017,125031479,Chester Hill - Sefton,19565,2692.1,2.6,505,11.77538287,148,141,216,0.776495278,0.73976915,1.133263379
2017,125031480,Fairfield - East,16214,2838.8,1.5,242,7.314503917,71,-74,245,0.444527924,-0.463310794,1.533934385
2017,125031481,Granville - Clyde,22322,3980.2,2,428,12.50378597,291,-451,588,1.329131269,-2.059925094,2.685667306
2017,125031482,Greystanes - Pemulwuy,27759,2342.8,1.6,435,9.798875604,203,43,189,0.742936613,0.15737081,0.691699605
2017,125031483,Guildford - South Granville,22367,3291.1,2.4,519,14.71633005,272,-67,314,1.244965214,-0.306664226,1.43720249
2017,125031484,Guildford West - Merrylands West,21948,4015.8,2,428,9.295382166,250,-124,302,1.161710037,-0.576208178,1.403345725
2017,125031485,Merrylands - Holroyd,30577,4551,2.5,741,10.56046984,417,-326,650,1.397640434,-1.092639764,2.178576217
2017,125031486,Smithfield Industrial,35,8.1,0,0,-45,0,0,0,0,0,0
2017,125031487,Yennora Industrial,23,11.1,0,0,-6.666666667,0,0,0,0,0,0
2017,125041489,North Parramatta,23756,3364.5,3,690,10.11246355,204,-416,902,0.884418625,-1.803520333,3.910517645
2017,125041490,North Rocks,8290,1542,0.8,66,2.74040857,43,-52,75,0.522859922,-0.63229572,0.911964981
2017,125041491,Northmead,22066,3719.1,4,844,17.61871621,376,-440,908,1.771746301,-2.073320139,4.278578833
2017,125041492,Parramatta - Rosehill,32712,3850.1,6.4,1971,29.90811027,565,-1434,2840,1.837936307,-4.664779936,9.238476302
2017,125041493,Toongabbie - Constitution Hill,22902,3062,1.3,300,5.423713193,128,-189,361,0.566321564,-0.836209185,1.597203787
2017,125041494,Winston Hills,11207,2577.6,0.8,88,2.902301507,67,-64,85,0.602572174,-0.57559133,0.764457235
2017,125041588,Pendle Hill - Girraween,13775,3087.5,2.7,363,11.49763188,124,-88,327,0.924545183,-0.65612884,2.438115121
2017,125041589,Wentworthville - Westmead,16807,4270.3,3,485,8.653156969,190,-482,777,1.16407303,-2.953069477,4.760446024
2017,126011495,Epping - North Epping,28975,3262.7,3.1,865,15.28179907,169,-87,783,0.601209534,-0.309498399,2.785485592
2017,126011496,Pennant Hills - Cheltenham,21462,1614.4,1.3,284,5.336472435,40,42,202,0.188875248,0.19831901,0.953820002
2017,126021497,Eastwood - Denistone,26634,3405.8,1.4,378,7.010209824,150,-533,761,0.571297989,-2.030012188,2.898385131
2017,126021498,Gladesville - Huntleys Point,15284,3240.7,1.4,214,6.8,32,26,156,0.212342402,0.172528202,1.03516921
2017,126021499,Hunters Hill - Woolwich,10876,2620,0.5,57,4.727202992,-80,79,58,-0.739439874,0.730196876,0.536093909
2017,126021500,Macquarie Park - Marsfield,23239,2177.6,2,455,15.00197785,111,-465,809,0.487183989,-2.040905899,3.55073736
2017,126021501,North Ryde - East Ryde,12970,2084.1,1.5,192,3.111570906,23,-44,213,0.17999687,-0.344341838,1.666927532
2017,126021503,West Ryde - Meadowbank,20901,4361.4,2.8,564,13.7994982,276,-346,634,1.35713232,-1.701332547,3.11747062
2017,126021590,Putney,4315,2839.9,-0.2,-8,-1.568627451,8,-57,41,0.185056674,-1.318528799,0.948415452
2017,126021591,Ryde,29885,4111.7,4.8,1379,22.9880775,239,296,844,0.838419982,1.038377885,2.960780187
2017,127011504,Ashcroft - Busby - Miller,17924,3281,1,173,4.636106133,156,-89,106,0.878823728,-0.501380204,0.597149456
2017,127011505,Austral - Greendale,9121,82.4,-0.5,-47,-1.419812843,14,-88,27,0.152705061,-0.959860384,0.294502618
2017,127011506,Cobbitty - Leppington,22559,170.7,21.9,4054,185.8672104,309,3655,90,1.669818968,19.75141854,0.486355039
2017,127011592,Badgerys Creek,62,3.5,0,0,-75.59055118,0,0,0,0,0,0
2017,127011593,Cecil Hills,7321,1953.4,0.3,25,1.067073171,53,-65,37,0.726425439,-0.890899123,0.507127193
2017,127011594,Green Valley,13085,4070.6,0.4,54,0.61671292,102,-168,120,0.78274883,-1.289233367,0.920880976
2017,127011595,Hinchinbrook,13283,2542.2,3.6,458,28.331064,150,186,122,1.169590643,1.450292398,0.951267057
2017,127011596,Hoxton Park - Carnes Hill - Horningsea Park,12536,3038,4.5,536,30.20433565,164,296,76,1.366666667,2.466666667,0.633333333
2017,127011597,West Hoxton - Middleton Grange,16582,1790.2,5.3,842,42.76163538,242,485,115,1.537484117,3.081321474,0.730622618
2017,127021509,Bonnyrigg Heights - Bonnyrigg,16818,3241.3,1.1,182,4.484500717,100,-48,130,0.601106035,-0.288530897,0.781437846
2017,127021510,Bossley Park - Abbotsbury,19838,2085,1,188,2.604166667,65,-103,226,0.330788804,-0.524173028,1.150127226
2017,127021511,Cabramatta - Lansvale,26089,3434.4,0.9,245,3.751611863,138,-411,518,0.533973069,-1.590311097,2.004333694
2017,127021512,Cabramatta West - Mount Pritchard,18095,3386.7,1.6,285,7.640341962,106,-3,182,0.595171252,-0.016844469,1.02189781
2017,127021513,Canley Vale - Canley Heights,21874,4038.7,1.5,328,5.681873273,154,-107,281,0.714749838,-0.4966119,1.304186392
2017,127021514,Edensor Park,10336,3339,0.9,94,3.134702053,72,-85,107,0.702987698,-0.829916032,1.044717829
2017,127021515,Fairfield,18664,4411.9,1.6,301,5.287085368,135,-505,671,0.735173991,-2.7500953,3.654087023
2017,127021516,Fairfield - West,20214,4308.6,2.1,423,9.844250285,147,-136,412,0.742761861,-0.687181042,2.081754333
2017,127021517,Greenfield Park - Prairiewood,8716,2396.7,1.1,98,7.068479726,53,-49,94,0.614991877,-0.568577396,1.090740311
2017,127021518,Horsley Park - Kemps Creek,4664,82.9,0.6,27,1.961639058,14,-5,18,0.301919344,-0.107828337,0.388182014
2017,127021519,Smithfield - Wetherill Park,18918,2861,1.7,310,6.324132891,150,-101,261,0.806104901,-0.5427773,1.402622528
2017,127021520,St Johns Park - Wakeley,11317,3133.9,0.3,32,0.610084335,68,-126,90,0.602569783,-1.116526362,0.79751883
2017,127021521,Wetherill Park Industrial,46,5.4,0,0,24.13793103,0,0,0,0,0,0
2017,127031522,Casula,16488,2331.5,1.6,265,6.628372273,166,-69,168,1.023238612,-0.425322074,1.035566788
2017,127031523,Chipping Norton - Moorebank,19823,1368,2.6,504,18.15001482,193,196,115,0.999016512,1.014545266,0.595268906
2017,127031524,Holsworthy - Wattle Grove,21699,294.4,0.9,195,5.420213286,182,-160,173,0.846354167,-0.744047619,0.804501488
2017,127031598,Liverpool,29585,4682.3,3.2,905,13.16911962,349,-197,753,1.216875872,-0.686889819,2.625523013
2017,127031599,Lurnea - Cartwright,12310,3551.1,1.6,188,7.275120667,100,-52,140,0.824946378,-0.428972117,1.15492493
2017,127031600,Prestons - Edmondson Park,19219,1359.9,5.3,964,20.40880306,199,604,161,1.090112298,3.308682553,0.881950151
2017,127031601,Warwick Farm,6470,1391.3,5.5,335,26.22432859,97,95,143,1.581092095,1.548492258,2.330888346
2017,128011529,Gymea - Grays Point,18057,3114.5,0.4,71,3.112398478,94,-129,106,0.522628711,-0.717224508,0.58934727
2017,128011530,Miranda - Yowie Bay,18975,3164.2,0.6,118,2.865019731,9,-67,176,0.047727634,-0.355305722,0.933340404
2017,128011531,Sylvania - Taren Point,16733,2755.5,0.9,142,4.987267872,-67,119,90,-0.403833404,0.717256344,0.542462781
2017,128011602,Caringbah,12388,3100.3,1.2,142,6.871218669,97,-61,106,0.792095378,-0.498121836,0.865588764
2017,128011603,Caringbah South,12572,3089,0.6,77,2.865564107,50,-30,57,0.400160064,-0.240096038,0.456182473
2017,128011604,Cronulla - Kurnell - Bundeena,24795,988.4,0.9,212,8.050205583,153,-165,224,0.62238132,-0.671195542,0.911198796
2017,128011605,Lilli Pilli - Port Hacking - Dolans Bay,3265,2569.7,0,1,1.523631841,16,-36,21,0.490196078,-1.102941176,0.643382353
2017,128011606,Woolaware - Burraneer,8260,2481.8,2.2,176,3.085800301,35,101,40,0.432953983,1.249381494,0.494804552
2017,128021533,Heathcote - Waterfall,6674,241.7,0,0,0.01497006,-11,-16,27,-0.164818699,-0.23973629,0.40455499
2017,128021534,Illawong - Alfords Point,10756,1473.9,-0.7,-80,-3.41367261,29,-184,75,0.26762643,-1.698043559,0.69213732
2017,128021535,Menai - Lucas Heights - Woronora,21656,648.3,-0.2,-36,-0.302863436,75,-211,100,0.345749585,-0.972708833,0.460999447
2017,128021536,Oyster Bay - Como - Jannali,22084,2479.9,0.5,110,1.960146779,155,-172,127,0.705379084,-0.782743242,0.577955766
2017,128021537,Royal National Park,28,0.2,0,0,40,0,0,0,0,0,0
2017,128021538,Sutherland - Kirrawee,21760,2806,1.2,261,6.706452086,83,-11,189,0.386064468,-0.05116517,0.879110656
2017,128021607,Engadine,17424,1946,-0.1,-10,0.85737458,81,-142,51,0.464609384,-0.814500402,0.292531834
2017,128021608,Loftus - Yarrawarrah,7426,1932,-0.1,-9,-0.481347774,54,-88,25,0.726294553,-1.183591123,0.336247478
2017,128021609,Woronora Heights,3681,1173.3,-1.8,-68,-6.688541141,25,-114,21,0.666844492,-3.040810883,0.560149373
2017,206011105,Brunswick,27853,5416.2,2.7,730,14.42650876,186,-83,627,0.685764849,-0.306013347,2.311691185
2017,206011106,Brunswick East,12582,5803.5,6.9,816,36.37054735,107,412,297,0.909399966,3.501614822,2.524222336
2017,206011107,Brunswick West,14856,4672.4,1.6,227,5.707942419,99,-217,345,0.676737986,-1.48335498,2.358329346
2017,206011108,Coburg,28153,4059.8,1.5,420,6.405425772,198,-326,548,0.713950889,-1.175494898,1.975985288
2017,206011109,Pascoe Vale South,10698,3579.5,2.8,296,8.127385975,57,127,112,0.547971544,1.220919054,1.076716016
2017,206021110,Alphington - Fairfield,9628,3336.9,2.3,213,10.84309671,89,-23,147,0.945300053,-0.244291025,1.56133829
2017,206021111,Northcote,26882,4374.6,2.1,548,10.52049633,149,92,307,0.565808461,0.349358244,1.165793271
2017,206021112,Thornbury,19815,3965.2,1.5,293,7.557887903,139,-88,242,0.712017211,-0.450773486,1.239627087
2017,206031113,Ascot Vale,16073,4189.9,2.6,406,11.1747851,204,-81,283,1.302099955,-0.517010276,1.806344546
2017,206031114,Essendon - Aberfeldie,29736,3522,2.7,782,13.67266613,137,193,452,0.47316433,0.666574567,1.561096912
2017,206031115,Flemington,10778,6818.1,1.1,116,10.88754979,136,-388,368,1.275558057,-3.639092103,3.451510036
2017,206031116,Moonee Ponds,15356,3526,1.8,272,6.961762261,103,-92,261,0.682842747,-0.609917794,1.730310263
2017,206041117,Carlton,21975,12084.1,6.8,1400,39.66036527,94,-517,1823,0.456865128,-2.512758202,8.860267315
2017,206041118,Docklands,13701,5606,14.7,1757,101.0438106,136,726,895,1.138647019,6.078365707,7.493302076
2017,206041119,East Melbourne,5532,1907.7,3.3,176,7.178030303,7,42,127,0.130694548,0.784167289,2.371172517
2017,206041120,Flemington Racecourse,103,60.3,0,0,4.597701149,0,0,0,0,0,0
2017,206041121,Kensington (Vic.),11661,5431.3,1.2,135,11.31877563,134,-169,170,1.162588929,-1.466250217,1.474926254
2017,206041122,Melbourne,46104,19461.4,11.2,4631,81.78201109,197,847,3587,0.475007836,2.042292576,8.649000555
2017,206041123,North Melbourne,23556,7249.8,6.7,1470,35.83735355,125,-98,1443,0.565969392,-0.443720004,6.533550666
2017,206041124,Parkville,8245,2036.2,4.4,347,20.43073341,-12,17,342,-0.151937199,0.215244366,4.33021018
2017,206041125,South Yarra - West,6940,4618.4,5,333,6.421875,-7,189,151,-0.105948237,2.860602391,2.285454821
2017,206041126,Southbank,22223,7228.6,8.6,1753,61.38513022,184,790,779,0.898876404,3.859306302,3.805569126
2017,206041127,West Melbourne,3,0.5,0,0,0,0,0,0,0,0,0
2017,206051128,Albert Park,16760,3585.3,1.3,220,10.52040682,140,-217,297,0.84643289,-1.311970979,1.795646917
2017,206051129,Elwood,16676,6531.9,1,167,4.789017524,173,-229,223,1.047913259,-1.387122176,1.350778363
2017,206051130,Port Melbourne,17567,6297.8,1.1,197,10.75544976,181,-211,227,1.042026482,-1.214738054,1.306850892
2017,206051131,Port Melbourne Industrial,27,3.9,0,0,47.05882353,0,0,0,0,0,0
2017,206051132,South Melbourne,12605,5052.5,2,248,16.0979161,80,-100,268,0.647406328,-0.80925791,2.1688112
2017,206051133,St Kilda,28834,7391.4,2.5,693,14.61578092,97,-271,867,0.344692797,-0.963007711,3.080913969
2017,206051134,St Kilda East,17906,7419.1,1.6,281,6.917338108,200,-266,347,1.134751773,-1.509219858,1.968794326
2017,206061135,Armadale,9808,4491.9,1.6,150,5.081650193,51,-5,104,0.52805964,-0.051770553,1.076827501
2017,206061136,Prahran - Windsor,21816,7508.8,2,425,12.04061646,112,-164,477,0.523584685,-0.766677575,2.229909775
2017,206061137,South Yarra - East,23888,9489.9,5.3,1211,38.12806731,172,310,729,0.758477753,1.367023857,3.214710941
2017,206061138,Toorak,14143,3271.3,0.5,71,2.37767307,3,-76,144,0.021318931,-0.540079591,1.023308698
2017,206071139,Abbotsford,9502,5459.4,7.5,660,70.45454545,65,349,246,0.735127799,3.947070798,2.782175978
2017,206071140,Carlton North - Princes Hill,9073,3937.6,0.6,53,3.693181818,53,-136,136,0.587583149,-1.507760532,1.507760532
2017,206071141,Collingwood,9726,7675.8,6.4,582,36.27410182,82,168,332,0.896762905,1.837270341,3.63079615
2017,206071142,Fitzroy,11673,8471,1.8,209,9.241458076,90,-153,272,0.785066294,-1.334612701,2.372644801
2017,206071143,Fitzroy North,13422,5357.9,1.6,211,8.447043535,91,-53,173,0.688819923,-0.401180834,1.309514798
2017,206071144,Richmond (Vic.),33814,5442.9,2.9,966,16.69321881,298,7,661,0.907208962,0.021310278,2.012299075
2017,206071145,Yarra - North,9822,1885.6,1.2,117,10.42659405,87,-84,114,0.896445131,-0.86553323,1.174652241
2017,207011146,Ashburton (Vic.),8289,2922.2,0.9,72,3.387259858,13,-50,109,0.158208592,-0.608494584,1.326518194
2017,207011147,Balwyn,16914,3028.5,1.3,214,3.621545438,-11,-106,331,-0.065868263,-0.634730539,1.982035928
2017,207011148,Balwyn North,21452,2424.2,0.5,112,2.708878838,1,-189,300,0.004686036,-0.885660731,1.405810684
2017,207011149,Camberwell,22788,3125.1,1,221,8.290768067,-58,29,250,-0.257012452,0.128506226,1.107812292
2017,207011150,Glen Iris - East,17413,3052.3,1.3,223,3.603496462,105,8,110,0.610820244,0.046538685,0.639906923
2017,207011151,Hawthorn,25137,4431.7,1.8,437,11.99677939,168,-197,466,0.680161943,-0.79757085,1.886639676
2017,207011152,Hawthorn East,16687,4363.8,2.4,398,14.38304315,113,-10,295,0.693719688,-0.061391123,1.811038124
2017,207011153,Kew,26557,2521.1,0.9,243,6.559726147,54,-96,285,0.205213955,-0.364824808,1.083073649
2017,207011154,Kew East,6874,1711.9,0.7,49,4.968849719,48,-85,86,0.703296703,-1.245421245,1.26007326
2017,207011155,Surrey Hills (West) - Canterbury,17366,3045.3,0.9,147,3.581910752,2,-21,166,0.011615076,-0.121958302,0.964051339
2017,207021156,Bulleen,11730,1758.3,0.7,82,2.228656664,33,-95,144,0.28331044,-0.815590659,1.236263736
2017,207021157,Doncaster,22674,2584.3,3.7,810,15.53486953,91,153,566,0.416209294,0.699780461,2.588730333
2017,207021159,Templestowe,17663,1095.9,0.2,43,2.048213567,-35,-147,225,-0.198637911,-0.834279228,1.276958002
2017,207021160,Templestowe Lower,14468,2436.3,0.6,93,4.030626986,-16,-22,131,-0.111304348,-0.153043478,0.911304348
2017,207021424,Doncaster East (North),15455,2413.8,0.6,94,2.776298269,69,-221,246,0.449189506,-1.438708417,1.601458238
2017,207021425,Doncaster East (South),15041,3154.3,2.1,316,10.12686237,63,-159,412,0.427843803,-1.079796265,2.797962649
2017,207031161,Blackburn,22913,2661.9,1.9,433,8.680688337,63,27,343,0.28024911,0.120106762,1.525800712
2017,207031162,Blackburn South,11357,3157.7,0.7,83,3.050446185,3,-71,151,0.026609899,-0.629767607,1.33936491
2017,207031163,Box Hill,21787,3107.1,3.9,814,16.01326416,110,-324,1028,0.52448386,-1.54484337,4.901540075
2017,207031164,Box Hill North,18575,2991.8,1.2,216,8.469168745,166,-395,445,0.904188681,-2.151533308,2.423879296
2017,207031165,Burwood,13646,2708,5.5,709,17.90902802,18,-245,936,0.139135812,-1.893792997,7.235062225
2017,207031166,Burwood East,10897,2556.2,0.8,90,2.181271155,16,-260,334,0.148052188,-2.405848061,3.090589433
2017,207031167,Surrey Hills (East) - Mont Albert,10484,3150.3,0.6,58,3.591105864,29,-113,142,0.278150777,-1.083828889,1.361979666
2017,208011168,Beaumaris,14373,2408.4,1.4,201,7.311460808,12,83,106,0.084674005,0.585661868,0.747953712
2017,208011169,Brighton (Vic.),24611,3001.2,1.3,314,9.023884155,3,76,235,0.012347203,0.312795818,0.967197596
2017,208011170,Brighton East,16742,2985.2,0.2,41,3.434879132,-55,-73,169,-0.329321598,-0.437099575,1.011915454
2017,208011171,Cheltenham - Highett (West),11721,2203.3,2.5,282,9.854151085,78,88,116,0.681877787,0.769298016,1.014074657
2017,208011172,Hampton,18980,3338.8,1.3,248,5.768583922,108,-64,204,0.576553491,-0.341661328,1.089045484
2017,208011173,Sandringham - Black Rock,17603,2737.6,1.2,207,10.15032923,-3,70,140,-0.017245344,0.402391354,0.804782709
2017,208021174,Bentleigh - McKinnon,24363,3914.2,2.1,494,7.606753618,111,21,362,0.465038334,0.087980225,1.516611504
2017,208021176,Carnegie,19554,5140,2.4,450,12.65618702,165,-364,649,0.863693467,-1.905360134,3.397194305
2017,208021177,Caulfield - North,22834,3557.3,2.8,627,9.627329193,203,-41,465,0.914126176,-0.184626469,2.093934345
2017,208021178,Caulfield - South,18637,3929.7,1,181,6.632243259,-5,-102,288,-0.027091461,-0.5526658,1.56046814
2017,208021179,Elsternwick,12248,4280.1,1.6,187,8.386187456,121,-87,153,1.003233563,-0.721333223,1.26855153
2017,208021180,Hughesdale,8142,4051.6,1.7,140,8.700850159,45,-109,204,0.56235941,-1.36215946,2.549362659
2017,208021181,Murrumbeena,9871,3925.2,1,100,8.432680739,52,-170,218,0.532187084,-1.739842391,2.231092007
2017,208021182,Ormond - Glen Huntly,14291,4865.7,1.4,202,8.133282847,119,-400,483,0.844630563,-2.839094329,3.428206402
2017,208021426,Bentleigh East (North),15789,3433.2,1.6,241,9.16660884,87,-83,237,0.559557499,-0.533830718,1.524311809
2017,208021427,Bentleigh East (South),14159,3086,1.8,252,8.789759503,85,23,144,0.611202991,0.165384339,1.035449773
